"product-card href","card-logo src","card-img src","card-label","card-model","card-desc","card-price","card-price 2"
"https://www.rentalsegye.com/product.php?no=26995&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009612309_v7O0WM4V_dd6af435dc0b1afc4c69ddabaed97487_224x224.jpg","","CP-W602HW","[쿠쿠] 인스퓨어 냉온정수기","17,900","0"
"https://www.rentalsegye.com/product.php?no=27967&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1028680870_51gGtiDe_8a58d4226cff79957ee6f59176bc941c_224x224.png","","CP-W601HW","[쿠쿠] 인스퓨어 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=29669&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039834022_fQpgiAJY_1671758180_XxyG5tJA_1_224x224.jpg","","HQP-M50SW","[현대큐밍] 더퓨어 마크업 대용량 냉온정수기","29,900","4,900"
"https://www.rentalsegye.com/product.php?no=25351&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238047466_OTsg4xv9_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2024-02-06T114058.797_224x224.png","","UBUS-P202SUF","[유버스] 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=25358&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982380971_pZEtXvmH_20231102_095228_224x224.png","","MLP-300H","[유버스] 샤인 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=25425&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093910_7j9Ut8vM_1_224x224.png","","MLP-310S","[유버스] 샤인 냉온 정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=25597&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098083_tl1zCPjJ_CP-7211N_480x480.gif","반값할인","CP-7211N","[코웨이] 아이콘 정수기2","23,760","0"
"https://www.rentalsegye.com/product.php?no=26417&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009612309_CWIxcjXS_1640139692_ud7jX6Us_1_224x224.jpg","타사보상","WP610NWA","[웰스] 미미 정수기","9,900","0"
"https://www.rentalsegye.com/product.php?no=25986&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009612309_FgI1UO8Z_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_28429_224x224.png","타사보상","WP-60C90520M","[청호나이스] 세니타 냉온정수기","25,900","0"
"https://www.rentalsegye.com/product.php?no=26137&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098083_9qJkvpBc_CHPI-7400N_V2_480x480.gif","반값할인","CHPI-7400N","[코웨이] 아이콘 얼음정수기","40,860","10,860"
"https://www.rentalsegye.com/product.php?no=37398&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048568_zIRpcTNK_1718606209_incQgJyx_EC8389EC83_224x224.jpg","타사보상","WI-60C80511M","[청호나이스] 아이스트리 플리 얼음냉정수기","37,900","7,900"
"https://www.rentalsegye.com/product.php?no=26423&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_H0GMP6ES_WP-46S9P510M_224x224.jpg","타사보상","WP-46S9P510M","[청호나이스] 메타 디지털 P 냉온정수기","30,900","900"
"https://www.rentalsegye.com/product.php?no=26424&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_MdFRSH6L_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-20T152854.027_224x224.png","타사보상","WP-46S90510M","[청호나이스] 메타 디지털 냉온정수기","28,900","0"
"https://www.rentalsegye.com/product.php?no=26427&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642374_pC7SNL06_ID0101_4102_attimg_org_224x224.png","","CHPI-5810L","[코웨이] 프라임 아이스 맥스","55,900","25,900"
"https://www.rentalsegye.com/product.php?no=27607&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614536_9VEvqWYy_1_224x224.jpg","","WP-30S50010N","[청호나이스] 냉온정수기 ANNIE","19,900","0"
"https://www.rentalsegye.com/product.php?no=40255&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_PNxp4Arq_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-03-28T100142.308_224x224.png","타사보상","CP-AHSC100HEB/EW","[쿠쿠] 제로 100 슬림 바리스타 정수","37,710","11,710"
"https://www.rentalsegye.com/product.php?no=28081&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614500_gGDCF9Al_EC9CA0_224x224.jpg","","WHC-50HU","[유버스] 프라임 냉온정수기","20,900","0"
"https://www.rentalsegye.com/product.php?no=28082&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614500_2ITZgE8i_EC98A4_224x224.jpg","","WHC-50SU","[유버스] 프라임 냉온정수기","20,900","0"
"https://www.rentalsegye.com/product.php?no=28172&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642403_9rlV4qj6_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_281029_224x224.png","타사보상","WP-35C90010N","[청호] 냉온정수기 ANNIE PLUS","21,900","0"
"https://www.rentalsegye.com/product.php?no=29671&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039834022_J2CUFy5N_ID0105_4290_attimg_org_224x224.png","","CHP-5720L","[코웨이] 프라임 스탠드","44,900","14,900"
"https://www.rentalsegye.com/product.php?no=33327&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048581_6s7Lo8tE_20230908_173657_224x224.png","","CP-AD011UGW","[쿠쿠] 인스퓨어 직수 정수기 무전원 빌트인 언더싱크","13,900","0"
"https://www.rentalsegye.com/product.php?no=29169&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3537883381_5RIGjr8T_1671756228_NzaASyUf_1_224x224.jpg","","HQP-M40SW","[현대큐밍] 더퓨어 마크업 RO 냉온정수기","32,900","7,900"
"https://www.rentalsegye.com/product.php?no=29170&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3537883381_x0RGpMYP_1671757161_nN2E4u1c_1_224x224.jpg","","HQP-M50SW","[현대큐밍] 더퓨어 마크업 중용량 냉온정수기","26,900","1,900"
"https://www.rentalsegye.com/product.php?no=31350&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3731255661_SoIcHYX1_1682556711_Ru1CqszL_1_224x224.jpg","타사보상","WQ171UWA","[웰스] 냉온정수기 미네랄","20,900","0"
"https://www.rentalsegye.com/product.php?no=39592&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_ngpodJjA_HQPG30SW0E_224x224.png","","HQPG30SW0E","[현대큐밍] 더퓨어 나노S 스탠드 냉온정수기","21,900","0"
"https://www.rentalsegye.com/product.php?no=32842&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614456_CI9d8p3K_35258_X9ySZ6JAt1RrPhHVLGbF2DBrlNsjeR_224x224.jpg","","CP-AE501HW","[쿠쿠] 인스퓨어 냉온정 정수기","13,900","0"
"https://www.rentalsegye.com/product.php?no=30061&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982374967_3pBbNcaZ_2e2996f6-7d39-465e-98d9-9aaf00e19c99_224x224.jpg","","CP-QRP3002S","[쿠쿠] 인스퓨어 대용량(역삼투압) 냉온정수기","29,900","3,900"
"https://www.rentalsegye.com/product.php?no=30055&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982374967_4Z2mberi_1677130028_E2FuyYNt_1_224x224.jpg","타사보상","WQ652NWR","[웰스] 2023 슈퍼쿨링 냉정수기","15,900","0"
"https://www.rentalsegye.com/product.php?no=30056&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982374967_lBqZcEu6_1677129751_gAQ14nCF_1_224x224.jpg","타사보상","WQ672","[웰스] 2023 슈퍼쿨링 냉온정수기","17,900","0"
"https://www.rentalsegye.com/product.php?no=33634&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2949210991_NmqOEH7j_1695262534_hP4zJcIt_3_224x224.jpg","타사보상","WI-70S90010M","[청호나이스] 얼음냉온정수기 NEW 700","43,900","13,900"
"https://www.rentalsegye.com/product.php?no=30248&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041760896_6oYH5nrd_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_28829_224x224.png","","CP-WRP602SW","[쿠쿠] 인스퓨어 지하수전용 냉온정수기","23,900","0"
"https://www.rentalsegye.com/product.php?no=32843&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238047480_gzuLDYBS_1687394012_vDPlR1nk_1_224x224.jpg","타사보상","WP-50S90010M","[청호나이스] 냉온정수기 TOTA R","20,900","0"
"https://www.rentalsegye.com/product.php?no=31348&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098305_4Nku58pf_CP-SS100_EB8F99EC9E91.gif","","CP-SS100WSV/HGM/HGP/HGB","[쿠쿠] ZERO 100S UV살균 끓인 물 · 얼음 냉온정수기","39,900","13,900"
"https://www.rentalsegye.com/product.php?no=32177&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614419_XGNpIDfM_1683166479_a4rYTdEW_1_224x224.jpg","타사보상","WI-80S9P510M","[청호나이스] 얼음냉온정수기 슈퍼 아이스트리","47,900","17,900"
"https://www.rentalsegye.com/product.php?no=34599&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3717215372_2kgSTCX4_SdZBDmfNCEr9yJVhefUbQEprgrpnBJ_224x224.jpg","타사보상","WP-80S9P510M","[청호나이스] 냉온정수기 슈퍼 트리","39,900","9,900"
"https://www.rentalsegye.com/product.php?no=36099&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2949210882_OZfoNTDs_EC9584EC9DB4EC8AA4EC9B90_EC8DB8EB84A4EC9DBC_ECA095EBA9B4_224x224.png","타사보상","WR872MWA","[웰스] 아이스원 얼음정수기","39,900","14,900"
"https://www.rentalsegye.com/product.php?no=32260&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3731255636_EOl8SLcT_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_285529_224x224.png","","P-350N","[코웨이] 나노직수 정수기 미니","15,900","0"
"https://www.rentalsegye.com/product.php?no=32284&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098305_6NmryT2p_WD323ACBWB_480x480.gif","타사보상","WD323ACB/WB","[LG] 퓨리케어 오브제컬렉션 냉정수기","18,900","0"
"https://www.rentalsegye.com/product.php?no=32596&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_1ukghTme_CP-ACS1610SNW_224x224.jpg","","CP-ACS1610SNW","[쿠쿠] 대용량 초고온수 냉온정 얼음정수기","57,900","31,900"
"https://www.rentalsegye.com/product.php?no=32597&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039833908_JzSZRep8_bf87493b61f14b2e25669767c5f51956_224x224.png","","CP-WR602HW","[쿠쿠] 인스퓨어 지하수전용 냉온정수기","21,900","0"
"https://www.rentalsegye.com/product.php?no=32839&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_fXYE9UrN_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-03-28T090825.500_224x224.png","","CP-AAS100ULDS/ULW","[쿠쿠] 인스퓨어 끓인 물 STEAM 100 빌트인 정수기","40,900","14,900"
"https://www.rentalsegye.com/product.php?no=32999&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039834054_lZVJt3WG_1685688949_w7ptmkeR_1_224x224.jpg","","HQPM14C","[현대큐밍] 더슬림 마이핏 냉정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=33088&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614355_C3M9BXNi_thumb-ID0101_4582_attimg_org_600x600_224x224.png","타사보상","CP-6340L","[코웨이] 엘리트 정수기","26,010","0"
"https://www.rentalsegye.com/product.php?no=34424&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_Cau6O3QY_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-03-27T172835.858_224x224.png","타사보상","CP-ABSC100GWH/PK","[쿠쿠] 인스퓨어 100 Barista","25,110","0"
"https://www.rentalsegye.com/product.php?no=42299&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_EiYWMby6_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-20T165719.719_224x224.png","","WPU-9100","[SK매직] 언더싱크 정수기","18,900","0"
"https://www.rentalsegye.com/product.php?no=42300&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_ANcDx4b7_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-20T170214.457_224x224.png","반값할인","WPU-JCC104","[SK매직] 초소형 직수 정수기","26,900","900"
"https://www.rentalsegye.com/product.php?no=34643&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093908_ZQ6nDeOy_31283557_cJf1b5aR_WU803AS_1_224x224.jpg","타사보상","WU823AS","[LG] 퓨리케어 듀얼 빌트인 냉정수기","26,900","0"
"https://www.rentalsegye.com/product.php?no=36838&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048619_XcEaHsMD_ID0105_5186_attimg_org_224x224.png","반값할인","CHP-5711L","[코웨이] 워터 스탠드2(냉온정)","23,310","0"
"https://www.rentalsegye.com/product.php?no=34816&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_XPO5r9cs_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_286329_224x224.png","타사보상","WD120MCB/NB","[LG] 퓨리케어 오브제컬렉션 라이트온 정수전용 정수기","13,900","0"
"https://www.rentalsegye.com/product.php?no=35123&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_VWfO0MjK_EWBS551_224x224.jpg","","EWBS551","[세스코] THE 슬림 더블 스탠드 냉온정수기","22,900","0"
"https://www.rentalsegye.com/product.php?no=35128&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041761428_ZcYAiWPI_abd77a557e42efa9bcaf1ffdf5b10f02_224x224.jpg","","EW-210","[세스코] 스마트핏 미니 정수기","10,900","0"
"https://www.rentalsegye.com/product.php?no=35130&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_CgmoYBT2_EWBD351_480x480_224x224.png","","EWBD351","[세스코] THE 슬림 데스크 냉온정수기","17,900","0"
"https://www.rentalsegye.com/product.php?no=35131&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_LcveYVUZ_EWBS351_480x480_224x224.png","","EWBS351","[세스코] THE 슬림 스탠드 냉온정수기","17,900","0"
"https://www.rentalsegye.com/product.php?no=42482&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_XAlhCmQR_EWED351_224x224.jpg","","EWED351","[세스코] THE 슬림 데스크 냉온정수기 UF","14,900","0"
"https://www.rentalsegye.com/product.php?no=36777&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048515_ORzql3vj_thum_EC82B4EAB7A0EC98A8ECA095EC8898EAB8B0_EBB3B5EC82AC_224x224.jpg","","EWBD151","[세스코] 살균온 5중안심 냉온정수기","25,900","900"
"https://www.rentalsegye.com/product.php?no=36097&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2949210882_52qXsD6o_K-001_224x224.jpg","","CP-F603HW","[쿠쿠] 내추럴 워터 냉온정수기","15,900","0"
"https://www.rentalsegye.com/product.php?no=42305&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_Px21zq0G_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-23T100449.162_224x224.png","","WPU-TDC104","[SK매직] 뉴슬림 플러스 정수기","18,900","0"
"https://www.rentalsegye.com/product.php?no=42304&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_0XjEY591_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-23T095530.022_224x224.png","","WPU-IC110F","[SK매직] 대용량 직수 얼음 정수기","54,900","28,900"
"https://www.rentalsegye.com/product.php?no=42302&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_6uAf8oTc_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-06-20T171550.357_224x224.png","","WPU-B600F","[SK매직] 대용량 그랜드 정수기","28,900","2,900"
"https://www.rentalsegye.com/product.php?no=42297&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_sSdwfeYk_1643338283_5sZkC0aT_1_224x224.jpg","","WPU-GBC102S","[SK매직] 무전원 에코 미니 정수기 Green 41","13,900","0"
"https://www.rentalsegye.com/product.php?no=42298&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098305_JT2I7ZQD_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94__281329.gif","타사보상","WPU-PBC204S","[SK매직] NEW 미니 정수기","12,900","0"
"https://www.rentalsegye.com/product.php?no=36487&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1028680927_HmGwTK9S_1710394233_uGVAtaP8_3_224x224.jpg","","HQPS1CYOE","[현대큐밍] 딜라이트 직수형 냉온정수기","27,900","2,900"
"https://www.rentalsegye.com/product.php?no=36806&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048515_skr7j0f8_1714035528_dYWBMvFR_3_224x224.jpg","","HQPM15C","[현대큐밍] 딜라이트 아이 무전원 정수전용 정수기","15,900","0"
"https://www.rentalsegye.com/product.php?no=36839&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048619_3cOQhpsK_ID0105_5188_attimg_org_224x224.png","반값할인","CHP-5711R","[코웨이] 워터 스탠드2 (냉온정)","25,110","0"
"https://www.rentalsegye.com/product.php?no=36869&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3717215309_JjR1bnQA_1715136234_A0xhVjJ4_3_224x224.jpg","타사보상","WI-70S9P010M","[청호나이스] 얼음냉온정수기 NEW 700 P","44,900","14,900"
"https://www.rentalsegye.com/product.php?no=37346&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3717215296_kZDdUXoc_1718338664_uTCdgX4A_EC8389EC83_28129_224x224.jpg","타사보상","WI-60C90521M","[청호나이스] 아이스트리 플리 얼음냉온정수기","38,900","8,900"
"https://www.rentalsegye.com/product.php?no=37177&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039834054_F4sZSIcL_1716792267_CVcGTp20_3_224x224.jpg","","HQPI73CG0E","[현대큐밍] 딜라이트 아이스 얼음냉온정수기","44,900","19,900"
"https://www.rentalsegye.com/product.php?no=37266&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_IjlB1R02_logo_cesco_206x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614465_pbncd1og_THUM_EC82B4EAB7A0ONEC96BCEC9D8CECA095EC8898EAB8B0_EB8884EB81BCECBBB7_1000x1000_224x224.jpg","","EWDD951","[세스코] 살균온 얼음정수기","41,900","16,900"
